source_file,method,beam,batch_mode,batch_size,model,idx,inputs,equation,verified,elapsed_s,depth0_max_score,depth0_mean_score,depth0_min_score,depth0_n_candidates,depth0_score_1,depth0_score_2,depth0_score_3,depth0_score_4,depth0_score_5,depth1_max_score,depth1_mean_score,depth1_min_score,depth1_n_candidates,depth1_score_1,depth1_score_2,depth1_score_3,depth1_score_4,depth1_score_5,depth2_max_score,depth2_mean_score,depth2_min_score,depth2_n_candidates,depth2_score_1,depth2_score_2,depth2_score_3,depth2_score_4,depth2_score_5
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,72,1 5 12 12,12 * (12 / (1 + 5)) = 24,True,62.77,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,43,4 5 6 8,6 * (8 / (5 - 4)) = 24,False,119.95,60.0,60.0,60.0,1,60.0,,,,,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,19,3 3 6 7,((7 + 3) * 3) - 6 = 24,True,116.42,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,73,5 6 6 8,(8 - 5) * 6 + 6 = 24,True,117.96,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,47,2 3 9 10,12 * (10 + 2) / (9 - 3) = 24,False,116.53,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,74,7 7 8 11,,False,117.67,41.0,41.0,41.0,1,41.0,,,,,2.001,2.001,2.001,1,2.001,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,76,3 3 9 12,(12 / 3) * (9 - 3) = 24,True,62.45,40.0,40.0,40.0,1,40.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,75,1 3 7 10,(10 * 3) - (7 - 1) = 24,True,119.62,60.0,60.0,60.0,1,60.0,,,,,3.0,3.0,3.0,1,3.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,20,1 5 9 13,(13 - 9) * (5 + 1) = 24,True,64.57,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,18,2 2 7 12,(7 * 2) + 12 - 2 = 24,True,124.15,40.0,40.0,40.0,1,40.0,,,,,40.001000000000005,40.001,40.001000000000005,1,40.001000000000005,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,49,1 6 6 6,6 * (6 - 6 / 6) = 24,False,114.41,60.0,60.0,60.0,1,60.0,,,,,21.001,21.001,21.001,1,21.001,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,77,3 5 7 10,(3 + 5) * (10 - 7) = 24,True,115.26,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,48,1 2 3 13,(13 * 2) - (3 - 1) = 24,True,117.28,40.0,40.0,40.0,1,40.0,,,,,20.001,20.001,20.001,1,20.001,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,21,5 6 7 13,"(13 + 7) / 5 + 6 = 10 (Wait, this equals 10, not 24. Let's re-calculate.)",False,117.52,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,23,2 4 6 12,12 * (6 / (4 - 2)) = 24,False,116.56,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,50,1 2 2 9,(9 + (1 + 2)) * 2 = 24,True,117.03,60.0,60.0,60.0,1,60.0,,,,,40.001000000000005,40.001,40.001000000000005,1,40.001000000000005,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,79,2 3 10 12,12 * (10 / (2 + 3)) = 24,True,117.01,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,95,4 4 9 12,(4 + 4) * (12 - 9) = 24,True,298.41,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,25,7 9 9 13,(9 + 13) + (9 - 7) = 24,True,61.79,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,81,5 8 8 8,(8 - 5) * 8 * (8 / 8) = 24,False,61.86,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,20.002,20.002,20.002,1,20.002,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,51,1 3 6 11,(11 + 1) * (6 / 3) = 24,True,118.22,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,80,3 4 6 6,6 * (6 / (4 - 3)) = 24,False,62.92,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,78,4 10 12 13,(13 - 10) * (12 - 4) = 24,True,119.83,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,22,5 5 8 10,,False,119.95,60.0,60.0,60.0,1,60.0,,,,,41.0,41.0,41.0,1,41.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,24,6 7 8 11,(11 - 7) * 6 = 24,False,64.32,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,26,3 6 9 12,12 + 6 + (9 - 3) = 24,True,61.79,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,52,5 10 12 13,(13 + 10 + 5) - 12 = 16 is incorrect.,False,65.32,60.0,60.0,60.0,1,60.0,,,,,21.001,21.001,21.001,1,21.001,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,53,2 3 6 6,(6 * 6 / 3) * 2 = 24,True,63.38,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,55,7 8 8 12,(7 - (12 - 8)) * 8 = 24,True,7.65,60.0,60.0,60.0,1,60.0,,,,,40.0,40.0,40.0,1,40.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,82,6 8 8 12,6 * (8 + 8 - 12) = 24,True,61.95,60.0,60.0,60.0,1,60.0,,,,,20.001,20.001,20.001,1,20.001,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,54,6 7 10 12,(12 * 6) / (10 - 7) = 24,True,11.44,60.0,60.0,60.0,1,60.0,,,,,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1.rescored.jsonl,tot,1,batched,,gemini-3.1-flash-lite,0,4 5 6 10,(4 * 5) + (10 - 6) = 24,True,71.36,60.0,60.0,60.0,1,60.0,,,,,40.0,40.0,40.0,1,40.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,28,4 7 9 13,(4 * 7) - 13 = 15,False,242.39,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,31,2 5 10 10,(10 + 2) * (10 / 5) = 24,True,242.49,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,3,3 4 4 13,(4 + 4 + 3) * 13 - 12 = 24,False,242.63,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,59,2 2 5 12,(5 * 2 + 12) + 2 = 24,True,242.64,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,27,6 9 12 13,(12 / 6 + 9) * 13 = 24,False,242.72,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,32,6 6 7 12,(12 / 6) * 7 + 6 = 20,False,361.99,41.0,41.0,41.0,1,41.0,,,,,20.002000000000002,20.002,20.002000000000002,1,20.002000000000002,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,1,1 2 4 7,(7 - (2 - 1)) * 4 = 24,True,362.59,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,58,2 3 6 13,(2 * 6) * (13 - (2 + 3)) = 24,False,362.78,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,30,2 4 6 7,(7 * (6 - 2)) - 4 = 24,True,362.85,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,86,1 2 7 12,(7 - 1) * 2 * 12 = 24,False,362.86,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,56,3 4 6 8,(8 - 6) * 3 * 4 = 24,True,363.23,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,84,2 6 7 11,(6 + 7) + 11 = 24,False,363.44,41.0,41.0,41.0,1,41.0,,,,,40.001000000000005,40.001,40.001000000000005,1,40.001000000000005,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,83,2 3 4 9,(9 + 3) * (4 - 2) = 24,True,363.46,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,29,5 6 8 12,(12 / (8 - 5)) * 6 = 24,True,363.49,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,2,2 5 8 11,(11 + 5) * 2 - 8 = 24,True,363.5,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,87,2 4 5 6,(4 + 5) * 2 + 6 = 24,True,363.59,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,4,6 7 8 9,(9 - 7 + 6) * 8 = 24,False,422.85,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,60,2 6 8 13,(6 / 2 + 8) * 13 = 195,False,480.79,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,57,1 7 9 11,(11 + 1) * (9 - 7) = 24,True,481.69,22.0,22.0,22.0,1,22.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,85,5 9 12 12,12 * (5 - (12 - 9)) = 24,True,482.63,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,88,5 5 8 13,(13 - 5) * 8 - 5 = 24,False,359.73,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,5,1 11 11 13,(13 + 11) * (11 - 1) = 24,False,359.68,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,89,2 3 3 10,(10 + 2) + (3 * 3) = 24,False,360.02,21.001,21.001,21.001,1,21.001,,,,,0.003,0.003,0.003,1,0.003,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,62,1 3 8 13,13 + (3 + (8 / 1)) = 24,True,241.42,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,33,6 9 9 11,(9 + 6) * (11 - 9) = 24,False,360.82,22.0,22.0,22.0,1,22.0,,,,,1.0019999999999998,1.002,1.0019999999999998,1,1.0019999999999998,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,7,2 3 6 9,(6 * 2) + 9 + 3 = 24,True,240.76,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,34,5 8 11 12,(11 + 5) * 12 / 8 = 24,True,299.9,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,92,2 2 8 9,(9 * 2) + (8 - 2) = 24,True,299.85,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,9,3 3 7 12,(12 + 3 - 7) * 3 = 24,True,241.93,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,61,8 8 10 12,8 + 16 = 24,False,480.35,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,36,6 11 12 13,(13 - 11) * 6 * 12 = 144,False,359.92,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,8,1 3 5 9,(9 - 3) * (5 - 1) = 24,True,417.64,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,63,4 4 7 10,(10 - 7) * (4 + 4) = 24,True,418.02,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,91,2 4 6 11,(6 - 4 + 2) * 11 = 24,False,418.86,41.0,41.0,41.0,1,41.0,,,,,0.003,0.003,0.003,1,0.003,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,6,1 8 10 11,12 * 2 = 24,False,419.74,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,90,3 4 8 12,(12 / 3) * 4 + 8 = 24,True,419.49,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,64,1 7 10 13,(1 + 7) + (10 + 13) = 31,False,418.94,22.0,22.0,22.0,1,22.0,,,,,0.003,0.003,0.003,1,0.003,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,65,1 9 10 13,(13 - 9) * (10 / 1) = 24,False,361.3,60.0,60.0,60.0,1,60.0,,,,,1.002,1.002,1.002,1,1.002,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,37,2 2 8 8,(2 * 2) + (8 - 8) = 4,False,360.52,60.0,60.0,60.0,1,60.0,,,,,1.002,1.002,1.002,1,1.002,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,35,5 6 8 10,(5 * 8) - (10 + 6) = 24,True,480.02,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,67,2 5 7 7,(5 * 2) + (7 + 7) = 24,True,240.43,3.0,3.0,3.0,1,3.0,,,,,3.0,3.0,3.0,1,3.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,38,2 7 12 13,(13 - 7) * 2 + 12 = 24,True,359.3,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,93,1 5 6 7,(6 * 5 + 1) - 7 = 24,True,360.66,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,10,4 5 7 9,(9 - 5) * 7 - 4 = 24,True,360.64,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,66,3 3 4 11,(3 * 3 + 11) + 4 = 24,True,360.5,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,95,4 4 9 12,(9 - (12 / 4)) * 4 = 24,True,240.71,22.0,22.0,22.0,1,22.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,39,2 6 8 12,(8 / (6 - 2)) * 12 = 24,True,240.76,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,11,1 2 8 13,13 - ( (1 + 2) + 8) = 2,False,360.04,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,69,2 3 4 7,(7 - (3 - 2)) * 4 = 24,True,181.37,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,97,2 4 9 12,(2 * 9) - 12 + 4 = 24,False,181.6,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,13,1 4 4 8,4 * 4 * (8 - 1) = 24,False,240.96,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,94,5 8 10 11,(11 + 10) + (8 - 5) = 24,True,420.1,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,12,4 6 6 9,(6 / (6 - 4)) * 9 = 24,False,300.97,41.0,41.0,41.0,1,41.0,,,,,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,68,3 9 10 13,(13 + (9 / 3)) * ? = 24,False,359.16,22.0,22.0,22.0,1,22.0,,,,,40.001000000000005,40.001,40.001000000000005,1,40.001000000000005,,,,,0.003,0.003,0.003,1,0.003,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,70,4 4 8 12,(4 - (8 / 4)) * 12 = 24,True,240.62,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,96,2 5 6 6,(6 * 6) - (5 * 2) = 24,False,361.53,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,98,4 8 11 13,(11 - (13 - 8)) * 4 = 24,True,239.67,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,40,3 4 9 13,(13 * (9 - (3 + 4))) = 24,False,361.74,3.0,3.0,3.0,1,3.0,,,,,1.0019999999999998,1.002,1.0019999999999998,1,1.0019999999999998,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,41,4 5 10 12,(5 * 12) / 10 * 4 = 24,True,360.55,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,42,1 2 7 11,(2 * 7) + (11 - 1) = 24,True,299.59,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,14,1 5 10 11,(11 + 1) * (10 / 5) = 24,True,419.79,41.0,41.0,41.0,1,41.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
tot_b1_gemini25_unbatched.jsonl,tot,1,unbatched,1,gemini-2.5-flash-lite,15,3 4 6 11,3 + 4 + 6 + 11 = 24,True,300.57,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,,60.0,60.0,60.0,1,60.0,,,,
